paper_id,title,authors,year,venue_or_source,url,abstract,query_source,source_kind,categories,relevance_score,landscape_rank,serious_skim,deep_read,hostile_prior,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
arxiv_2606_00095_v1,Bridging the 2D-3D Gap: A Hierarchical Semantic-Geometric Map for Vision Language Navigation,Kailing Li; Tianwen Qian; Lijin Yang; Yuqian Fu; Jingyu Gong; Xiaoling Wang; Liang He,2026,arXiv,http://arxiv.org/abs/2606.00095v1,"Vision-Language Navigation (VLN) enables embodied agents to reach target locations in unseen environments by following language instructions. Despite recent progress with vision-language models (VLMs), a critical semantic-geometric gap remains: while VLMs excel at language and 2D visual understanding, they struggle with 3D spatial reasoning and fail to capture the causal dynamics between actions and spatial transitions, resulting in unreliable navigation, particularly in zero-shot settings. To bridge this gap, we propose a Hierarchical Semantic-Geometric Map (HSGM) that transforms 3D geometric information into a structured representation compatible with VLMs, effectively linking them to the physical world. Specifically, HSGM is represented as a multi-channel top-down map organized into three levels: (1) geometric level that records navigable regions and obstacles, (2) semantic level that represents objects and their relations, and (3) decision level that supports high-level task reasoning and goal selection. During navigation, the VLM acts as a high-level semantic planner, interpreting the spatial layout encoded in the HSGM to select geometrically valid waypoints, while low-level, collision-free movements between waypoints are executed by a classical path-planning algorithm, fully decoupling semantic reasoning from action execution. Additionally, complex instructions are decomposed into subtasks to alleviate the problem of progress forgetting or hallucinating in long-horizon navigation. Extensive experiments on R2R-CE and RxR-CE benchmarks demonstrate that our zero-shot framework achieves state-of-the-art performance and even outperforms several supervised methods. Code is available at https://github.com/Teacher-Tom/HSGM_public.",cs_ro_latest,arxiv,cs.CV cs.AI cs.CL cs.RO,7.05,1213,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,camera viewpoint and perceptual segmentation quality; predicate vocabulary and action library; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2605_25553_v1,ComPose: A Unified Completion-Pose Framework for Robust Category-Level Object Pose Estimation,Huan Ren; Yihan Chen; Chuxin Wang; Nailong Liu; Wenfei Yang; Tianzhu Zhang,2026,arXiv,http://arxiv.org/abs/2605.25553v1,"Category-level object pose estimation aims to predict the pose and size of arbitrary objects in specific categories. Existing methods struggle with the inherent incompleteness of observed point clouds, which limits their ability to capture complete object shapes for robust pose reasoning. While point cloud completion offers a promising solution, naively treating it as a separate preprocessing step for partial observations introduces compounding errors and additional computational overhead, ultimately hindering both accuracy and efficiency. To address these challenges, we propose ComPose, a novel unified framework that tightly integrates shape completion to provide complete geometric cues for enhanced pose estimation. At the core of ComPose is a keypoint-based progressive completion module, which recovers full shape representations by progressively predicting a sparse set of keypoints and their surrounding dense point sets, empowering the keypoints to capture holistic object geometries. A geometric relation encoding module further enriches keypoint features with both local and global geometric context. In addition, we introduce a novel geometric relation consistency loss to enforce structural alignment between observed keypoints and their predicted NOCS coordinates, ensuring globally coherent coordinate transformations. Extensive experiments on standard benchmarks demonstrate that our method outperforms state-of-the-art approaches without relying on category-level shape priors.",cs_ro_latest,arxiv,cs.CV cs.RO,7.05,1214,0,0,0,"Improve robot manipulation, planning, or embodied action generalization.","Sensing/control loop using tactile, force, or impedance signals.","geometry, friction, compliance, and object roles remain within modeled regimes","object geometry, task family, and controller interface",boundary cases where hidden physical preconditions fail,general robot manipulation representation learning,explicit contact-role compositionality and falsification tests
arxiv_2605_24985_v1,"Learning, locomotion, and navigation of soft synthetic snakes in three-dimensional, heterogeneous environments",Xiaotian Zhang; Ali Albazroun; Tixian Wang; Songyuan Cui; Prashant G. Mehta; Mattia Gazzola,2026,arXiv,http://arxiv.org/abs/2605.24985v1,"Limbless terrestrial animals exhibit exceptional locomotor versatility and control, currently unmatched by engineered counterparts. Here, we introduce a computational framework that enables soft synthetic snakes to navigate unstructured, heterogeneous 3D terrains. Our approach is grounded in bio-inspired actuation and sensing models that reduce the control complexity inherent to high-degree-of-freedom, continuum bodies. These models are integrated into a reinforcement learning architecture to derive environment-traversing policies. Training first occurs in simplified, homogeneous terrains to learn locomotion primitives. These are then composed into adaptive strategies for complex landscapes. We demonstrate robustness by deploying a snake in high-fidelity 3D environments reconstructed from real-world imaging, achieving reliable navigation. Overall, this work provides a physically-realistic simulation platform and practical insights for the control of continuum systems in natural terrains.",cs_ro_latest,arxiv,cs.RO cs.LG physics.comp-ph,7.05,1215,0,0,0,"Improve robot manipulation, planning, or embodied action generalization.","Sensing/control loop using tactile, force, or impedance signals.",training distribution covers the relevant contact compositions,simulator contact parameters,out-of-distribution tool compositions that require unseen role ordering,general robot manipulation representation learning,distribution-free checks for impossible contact sequences
arxiv_2605_21242_v1,"To Select or not to Select, that is the Question: Distilling Robot Skill Prediction into a Small Ensemble",Haechan Mark Bong; Simon Roy; Euhid Aman; Giovanni Beltrame,2026,arXiv,http://arxiv.org/abs/2605.21242v1,"As robot fleets become more heterogeneous, including humanoids, rovers, quadrupeds, and drones, selecting the right robot for a task becomes a core systems problem. We study robot skill prediction: mapping a natural-language task description to the physical capabilities required to execute it, such as fly, wheels, legs, surface water, under water and hands. Since labelled data that maps natural-language task descriptions to robot's physical capabilities does not exist, we construct a synthetic task-to-skill dataset using LLM-assisted generation and targeted label auditing. Trained on this data, a ~133M-parameter ensemble of two fine-tuned sentence encoders (mpnet + MiniLM) reaches 83.5% task-to-skill matching on a stratified 200 task dataset, outperforming Kimi K2 (1T MoE) at 72.0%, GPT-OSS-120B at 71.5%, and Llama-4-Scout-17B at 69.0% under the same zero-shot prompt. These results suggest that, for fixed robot skill taxonomies, small specialized models trained on synthetic data can outperform much larger general-purpose LLMs for fleet-level task routing.",cs_ro_latest,arxiv,cs.RO,7.05,1216,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_1911_05864_v1,Motion Reasoning for Goal-Based Imitation Learning,De-An Huang; Yu-Wei Chao; Chris Paxton; Xinke Deng; Li Fei-Fei; Juan Carlos Niebles; Animesh Garg; Dieter Fox,2019,arXiv,http://arxiv.org/abs/1911.05864v1,"We address goal-based imitation learning, where the aim is to output the symbolic goal from a third-person video demonstration. This enables the robot to plan for execution and reproduce the same goal in a completely different environment. The key challenge is that the goal of a video demonstration is often ambiguous at the level of semantic actions. The human demonstrators might unintentionally achieve certain subgoals in the demonstrations with their actions. Our main contribution is to propose a motion reasoning framework that combines task and motion planning to disambiguate the true intention of the demonstrator in the video demonstration. This allows us to robustly recognize the goals that cannot be disambiguated by previous action-based approaches. We evaluate our approach by collecting a dataset of 96 video demonstrations in a mockup kitchen environment. We show that our motion reasoning plays an important role in recognizing the actual goal of the demonstrator and improves the success rate by over 20%. We further show that by using the automatically inferred goal from the video demonstration, our robot is able to reproduce the same task in a real kitchen environment.",task_motion_planning,arxiv,cs.RO cs.AI cs.CV,7.0,1217,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions; predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,out-of-distribution tool compositions that require unseen role ordering,symbolic precondition/effect planning,distribution-free checks for impossible contact sequences; mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2606_12236_v1,DrivingAgent: Design and Scheduling Agents for Autonomous Driving Systems,Zhongyu Xia; Wenhao Chen; Yongtao Wang; Ming-Hsuan Yang,2026,arXiv,http://arxiv.org/abs/2606.12236v1,"Many autonomous driving systems are increasingly incorporating foundation models to improve generalization and handle long-tail scenarios. However, this trend introduces two key challenges: (i) the manual and labor-intensive process of designing and integrating new models, and (ii) the lack of intelligent, dynamic scheduling mechanisms to meet strict real-time constraints. While Large Language Model (LLM)-based agents offer a promising avenue for automation, existing frameworks are ill-suited for autonomous driving. Specifically, they fail to distinguish between the fundamentally different requirements of system design and real-time scheduling, treat modules as opaque black boxes, and are not designed for continuous operation. To address these limitations, we propose DrivingAgent, a novel agent framework tailored to the dual challenges of autonomous driving system design and scheduling. In the design phase, DrivingAgent automates module development by interpreting system architecture, generating code, and validating modules via super-network training. In the scheduling phase, it employs a lightweight LLM trained with reinforcement learning to dynamically orchestrate system modules in real time, supported by a structured memory that integrates long-term storage with timestamped short-term context. Experimental results demonstrate that DrivingAgent achieves a superior speed--accuracy trade-off on both the nuScenes and Bench2Drive benchmarks.",cs_ro_latest,arxiv,cs.RO cs.CV,6.95,1218,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,distribution-free checks for impossible contact sequences
arxiv_2606_07895_v1,TBD-VLA: Temporal Block Diffusion Vision Language Action Model,Sung-Wook Lee; Xuhui Kang; Yen-Ling Kuo,2026,arXiv,http://arxiv.org/abs/2606.07895v1,"Discrete Vision-Language-Action (VLA) models typically formulate action generation as next-token prediction over discretized action spaces, conditioning each token autoregressively on prior context. While effective, this paradigm incurs high inference latency and largely ignores the temporal structure inherent in action trajectories. Recent efforts introduce parallel decoding to improve efficiency, enabling faster inference, but lack explicit mechanisms for modeling token dependencies. We introduce TBD-VLA, a discrete token-based VLA framework that incorporates block diffusion to enable temporal action generation. We partition action sequences into temporal blocks and perform masked discrete diffusion within each block, while maintaining autoregressive generation across blocks. This design unifies temporal autoregression and parallel action decoding, achieving both strong temporal coherence and improved inference speed. In addition, the explicit temporal modeling enables asynchronous execution of action chunks (e.g., Real-Time Chunking) via temporal in-painting. TBD-VLA significantly outperforms prior VLA approaches in both simulation and real-world manipulation tasks, offering a scalable path toward fast, temporally aware, discrete VLA models. Project webpage: https://tbd-vla.github.io/",cs_ro_latest,arxiv,cs.CV cs.RO,6.95,1219,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2605_20856_v1,DISC: Decoupling Instruction from State-Conditioned Control via Policy Generation,Hanxiang Ren; Pei Zhou; Xunzhe Zhou; Yanchao Yang,2026,arXiv,http://arxiv.org/abs/2605.20856v1,"Language-conditioned manipulation policies typically process instructions and observations through shared network parameters. This task-state entanglement provides a pathway for observation leakage -- networks learn scene-to-action shortcuts that bypass language grounding entirely. DISC eliminates this failure structurally. Rather than conditioning a universal policy on language, DISC uses a hypernetwork to generate the entire parameter set of a task-specific visuomotor policy from the instruction alone. The generated policy never directly accesses language; therefore, its task-awareness must come from the language. Consequently, observation leakage has no pathway to emerge. On the other hand, generating coherent high-dimensional policy weights is itself a challenging problem. We address it with a two-stage hypernetwork whose refinement stage embeds the structure of gradient-based optimization as a feed-forward inductive bias, producing globally consistent parameters without actual gradient computation. Trained entirely from scratch on standard data budgets, DISC outperforms all entangled baselines on LIBERO-90 and Meta-World, with advantages that widen on complex, long-horizon tasks -- and surpasses the large-scale pretrained $_0$ despite using no external pretraining data. On a real-world benchmark where all tasks share identical visual context, DISC substantially outperforms entangled alternatives, directly confirming that language-generated policy parameters, not visual shortcuts, drive behavior. The hypernetwork further learns a semantically structured parameter manifold that enables few-shot adaptation from minimal demonstrations and robust generalization across paraphrased instructions. Our code is available at: {https://github.com/ReNginx/DISC}.",cs_ro_latest,arxiv,cs.RO cs.AI cs.LG,6.95,1220,0,0,0,Ground broad pretrained models in embodied robot actions.,"Optimization over trajectories, contact modes, or continuous constraints.",training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2605_18722_v1,Dexora: Open-source VLA for High-DoF Bimanual Dexterity,Zongzheng Zhang; Jingrui Pang; Zhuo Yang; Kun Li; Minwen Liao; Saining Zhang; Guoxuan Chi; Jinbang Guo; Huan-ang Gao; Modi Shi; Dongyun Ge; Yao Mu; Jiayuan Gu; Rui Chen; Hao Dong; Huazhe Xu; Li Yi; Yixin Zhu; Hang Zhao; Pengwei Wang; Shanghang Zhang; Guocai Yao; Jianyu Chen; Hongyang Li; Hao Zhao,2026,arXiv,http://arxiv.org/abs/2605.18722v1,"Vision-Language-Action (VLA) models have recently become a central direction in embodied AI, but current systems are restricted to either dual-gripper control or single-arm dexterous hand manipulation. While low-dimensional gripper control can often be handled with simpler methods, high-dimensional dexterous hand control benefits greatly from full end-to-end VLA learning. In this work, we introduce Dexora, the first open-source VLA system that natively targets dual-arm, dual-hand high-DoF manipulation. We design a hybrid teleoperation pipeline that decouples gross arm kinematics (captured with a custom exoskeleton backpack) from fine finger motion (markerless hand tracking via Apple Vision Pro), and that drives both a physical dual-arm dual-hand platform and an identical MuJoCo digital twin. Using that interface, we assemble a large training corpus: an embodiment-matched synthetic corpus (100K simulated trajectories, 6.5M frames) and a real-world dataset of 10K teleoperated episodes (2.92M frames). To mitigate noisy teleoperation demonstrations, we propose a data-quality-aware training recipe: an offline discriminator provides clip-level weights for diffusion-transformer policy training, down-weighting low-quality demonstrations. Empirically, Dexora outperforms competitive VLA baselines on both basic and dexterous benchmarks (e.g., average dexterous success 66.7% vs. 51.7%), attains 90% success on basic tasks, and shows robust out-of-distribution and cross-embodiment generalization. Ablations confirm the importance of real data and the discriminator for dexterity.",cs_ro_latest,arxiv,cs.RO,6.95,1221,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,training distribution covers the relevant contact compositions; language decompositions preserve physical contact preconditions,simulator contact parameters; camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,out-of-distribution tool compositions that require unseen role ordering; plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,distribution-free checks for impossible contact sequences
arxiv_2606_10862_v1,LIBERO-Occ: Evaluating and Improving Vision-Language-Action Models under Scene-Induced Occlusion via Viewpoint Imagination,Taishan Li; Jiwen Zhang; Siyuan Wang; Xuanjing Huang; Zhongyu Wei,2026,arXiv,http://arxiv.org/abs/2606.10862v1,"Vision-Language-Action (VLA) models achieve strong performance on standard manipulation benchmarks, but most evaluations assume that task-relevant objects are fully visible. This assumption often fails in realistic settings, where occlusion makes manipulation partially observable. In this paper, we study \textit{scene-induced occlusion} as a fundamental challenge for VLA models and introduce \textbf{LIBERO-Occ}, an occlusion-oriented extension of LIBERO. Experiments show that state-of-the-art VLAs suffer substantial performance degradation under occlusion. To address this issue, we propose \textbf{Viewpoint Imagination (VIM)}, which generates a complementary view from an occluded primary observation and conditions action prediction on both observed and imagined evidence. VIM improves robustness across task suites, occlusion types, and severity levels without requiring additional cameras at deployment time, suggesting that viewpoint imagination is an promising mechanism for perception completion in partially observable manipulation. Our benchmark and corresponding code are available at: \href{https://github.com/litsh/Libero-Occ}{https://github.com/litsh/Libero-Occ}.",foundation_robot_models,arxiv,cs.CV cs.AI,6.95,1222,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
arxiv_2203_02475_v1,Cooperative Task and Motion Planning for Multi-Arm Assembly Systems,Jingkai Chen; Jiaoyang Li; Yijiang Huang; Caelan Garrett; Dawei Sun; Chuchu Fan; Andreas Hofmann; Caitlin Mueller; Sven Koenig; Brian C. Williams,2022,arXiv,http://arxiv.org/abs/2203.02475v1,"Multi-robot assembly systems are becoming increasingly appealing in manufacturing due to their ability to automatically, flexibly, and quickly construct desired structural designs. However, effectively planning for these systems in a manner that ensures each robot is simultaneously productive, and not idle, is challenging due to (1) the close proximity that the robots must operate in to manipulate the structure and (2) the inherent structural partial orderings on when each part can be installed. In this paper, we present a task and motion planning framework that jointly plans safe, low-makespan plans for a team of robots to assemble complex spatial structures. Our framework takes a hierarchical approach that, at the high level, uses Mixed-integer Linear Programs to compute an abstract plan comprised of an allocation of robots to tasks subject to precedence constraints and, at the low level, builds on a state-of-the-art algorithm for Multi-Agent Path Finding to plan collision-free robot motions that realize this abstract plan. Critical to our approach is the inclusion of certain collision constraints and movement durations during high-level planning, which better informs the search for abstract plans that are likely to be both feasible and low-makespan while keeping the search tractable. We demonstrate our planning system on several challenging assembly domains with several (sometimes heterogeneous) robots with grippers or suction plates for assembling structures with up to 23 objects involving Lego bricks, bars, plates, or irregularly shaped blocks.",task_motion_planning,arxiv,cs.RO cs.AI,6.95,1223,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Task-and-motion planning with samplers, predicates, and geometric checks.",predicates expose the contact roles needed by the continuous planner,simulator contact parameters; predicate vocabulary and action library,boundary cases where hidden physical preconditions fail,symbolic precondition/effect planning,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2203_01369_v3,ePA*SE: Edge-based Parallel A* for Slow Evaluations,Shohin Mukherjee; Sandip Aine; Maxim Likhachev,2022,arXiv,http://arxiv.org/abs/2203.01369v3,"Parallel search algorithms harness the multithreading capability of modern processors to achieve faster planning. One such algorithm is PA*SE (Parallel A* for Slow Expansions), which parallelizes state expansions to achieve faster planning in domains where state expansions are slow. In this work, we propose ePA*SE (Edge-based Parallel A* for Slow Evaluations) that improves on PA*SE by parallelizing edge evaluations instead of state expansions. This makes ePA*SE more efficient in domains where edge evaluations are expensive and need varying amounts of computational effort, which is often the case in robotics. On the theoretical front, we show that ePA*SE provides rigorous optimality guarantees. In addition, ePA*SE can be trivially extended to handle an inflation weight on the heuristic resulting in a bounded suboptimal algorithm w-ePA*SE (Weighted ePA*SE) that trades off optimality for faster planning. On the experimental front, we validate the proposed algorithm in two different planning domains: 1) motion planning for 3D humanoid navigation and 2) task and motion planning for a dual-arm robotic assembly task. We show that ePA*SE can be significantly more efficient than PA*SE and other alternatives. The open-source code for ePA*SE along with the baselines is available here: https://github.com/shohinm/parallel_search",task_motion_planning,arxiv,cs.RO,6.95,1224,0,0,0,Bridge symbolic task structure and continuous robot motion feasibility.,"Task-and-motion planning with samplers, predicates, and geometric checks.",predicates expose the contact roles needed by the continuous planner,predicate vocabulary and action library,boundary cases where hidden physical preconditions fail,symbolic precondition/effect planning,mechanism-level error diagnosis instead of plan/no-plan output
arxiv_2606_11577_v1,Distortion-Resilient Robotic Imitation Learning for Autonomous Cable Routing,Hao Wang; Fu-Zhao Ou; Shiqi Wang; Zhaolin Wan; Xiaopeng Fan,2026,arXiv,http://arxiv.org/abs/2606.11577v1,"The rapid development of intelligent control methodologies has endowed robots with powerful autonomous intelligence. Cable routing, a ubiquitous foundational task in industry, provides a rigorous benchmark for robotic dexterity and sequential decision-making. In these practical scenarios, image observation distortion frequently occurs. Samples characterized by low-quality image observations often hinder accurate model training, posing challenges to the reliability and accuracy of intelligent control systems. Nevertheless, no dedicated intelligent control solution has been proposed for scenarios of image signal distortion. Meanwhile, image quality information has not been sufficiently exploited to further enhance the performance of intelligent control methodologies. To this end, we propose a novel robotic imitation learning framework that comprises an image quality assessment module, a confidence-based learning mechanism, and a decision-making module, which is designed to maintain high performance even under distorted image observations. In the proposed framework, the image quality assessment module synergizes with the confidence-based learning mechanism to enhance the efficacy of the decision-making module. Specifically, the image quality assessment module is incorporated to extract image quality information from image observations, while the confidence-based learning mechanism adaptively prioritizes challenging samples to improve learning effectiveness. The decision-making module determines appropriate discrete skills or continuous actions. Experimental results demonstrate that our formulated framework enhances the overall performance of the decision-making module.",cs_ro_latest,arxiv,cs.RO,6.85,1225,0,0,0,Ground broad pretrained models in embodied robot actions.,"Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions,camera viewpoint and perceptual segmentation quality,out-of-distribution tool compositions that require unseen role ordering,general robot manipulation representation learning,distribution-free checks for impossible contact sequences
arxiv_2606_06461_v1,Flow-based Policy Adaptation without Policy Updates,Luzhe Sun; Jingtian Ji; Haoran Chen; Jiawei Zhou; Matthew R. Walter,2026,arXiv,http://arxiv.org/abs/2606.06461v1,"Leveraging prior knowledge from pretrained policies, foundation models, or human operators offers an efficient alternative to learning robot skills from scratch. However, these agents often provide actions that are suboptimal, noisy, or misaligned with task-specific expert behavior. We propose GLOVES, a family of flow-based adaptation methods that correct non-expert actions by transporting them toward an expert action distribution. Rather than replacing agentic control with full autonomy, GLOVES performs selective action-level adaptation, improving task success while preserving agent intent. The learned flow also provides a natural in-distribution scoring mechanism through reverse flow evaluation. We use this signal as an intervention gate: actions that appear consistent with the expert distribution are passed through unchanged, while anomalous or out-of-distribution (OOD) actions are corrected. In this way, assistance is only provided when necessary. GLOVES requires only limited expert supervision, using a small number of demonstrations or reusable successful skill segments. By learning local expert action patterns and stitching them during execution, GLOVES provides a lightweight shared-control module for robust action adaptation across tasks and environments. Code and demos are available at ripl.github.io/GLOVES_web.",cs_ro_latest,arxiv,cs.RO,6.85,1226,0,0,0,Ground broad pretrained models in embodied robot actions.,"Learned policy, dynamics model, representation, or self-supervised predictor.",training distribution covers the relevant contact compositions,camera viewpoint and perceptual segmentation quality,out-of-distribution tool compositions that require unseen role ordering,general robot manipulation representation learning,distribution-free checks for impossible contact sequences
arxiv_2606_05395_v1,VASO: Formally Verifiable Self-Evolving Skills for Physical AI Agents,Yunhao Yang; Neel P. Bhatt; Kevin Wang; Samuel Tetteh; Zhangyang Wang; Ufuk Topcu,2026,arXiv,http://arxiv.org/abs/2606.05395v1,"Reusable robot skills are becoming the basic units through which embodied agents turn open-ended instructions into long-horizon physical behavior. We argue that, while foundation models have collapsed the cost of creating these skills, the cost of trusting them has not. Existing skill-evolution loops refine skills through execution feedback, unit tests, environment reward, or LLM self-critique, but these signals provide only trace-level evidence: they show that a skill worked on sampled executions, not that skill-induced plans satisfy temporal safety contracts under untested conditions. We introduce VASO, a framework for verification-guided self-evolution of LLM-generated robot skill contracts. In VASO, each skill is represented as a semantic contract with two coupled interfaces: a formal interface that aligns robot states, observations, and control commands with logical propositions for model checking, and a planner-facing interface that guides executable behavior generation. A model checker first filters logically inconsistent skill contracts, then verifies plans induced by the skill against global and local temporal specifications. When verification fails, VASO translates the counterexample trace into a textual gradient that updates the reusable skill contract while keeping foundation-model weights frozen. On Clearpath Jackal and PX4 quadcopter tasks, VASO reaches 97.2% formal-specification compliance using fewer than 100 optimization samples, outperforming execution-feedback, prompt-optimization, and fine-tuning baselines. To our knowledge, VASO is the first framework that closes the loop between formal verification and self-evolving LLM-generated skills for physical AI agents: formal counterexamples become optimization feedback for reusable robot skill contracts, rather than merely verifying one-off plans, tuning planner prompts, or fine-tuning model weights.",cs_ro_latest,arxiv,cs.RO cs.AI,6.85,1227,0,0,0,Ground broad pretrained models in embodied robot actions.,"Optimization over trajectories, contact modes, or continuous constraints.",language decompositions preserve physical contact preconditions,"object geometry, task family, and controller interface",boundary cases where hidden physical preconditions fail,general robot manipulation representation learning,explicit contact-role compositionality and falsification tests
arxiv_2605_25813_v1,Extending Embodied Question Answering from Perception to Decision,Xicheng Gong; Qiwei Li; Peiran Xu; Yadong Mu,2026,arXiv,http://arxiv.org/abs/2605.25813v1,"Embodied Question Answering (EQA) connects perception, reasoning, and interaction within embodied environments. However, existing datasets and benchmarks remain fragmented, each focusing on a limited subset of reasoning skills such as spatial understanding or procedural reasoning, without offering a unified large-scale framework for comprehensive evaluation. We present EQA-Decision, a large-scale embodied QA dataset that systematically covers four complementary dimensions of embodied reasoning: static scene construction, spatial understanding, task dynamics reasoning, and instant decision. The dataset contains over four million question-answer pairs with hierarchical annotations across diverse embodied scenarios. In addition, we develop RoboDecision, a strong baseline model aligned with the EQA-Decision Benchmark, providing a unified framework that jointly evaluates perception, reasoning, and action-level decision-making in embodied environments. Results demonstrate that EQA-Decision effectively benchmarks and enhances VLM capabilities in spatial and interaction reasoning, providing a solid foundation for advancing embodied intelligence research.",cs_ro_latest,arxiv,cs.RO,6.85,1228,0,0,0,Ground broad pretrained models in embodied robot actions.,Algorithmic robot manipulation model or empirical system.,"geometry, friction, compliance, and object roles remain within modeled regimes","object geometry, task family, and controller interface",boundary cases where hidden physical preconditions fail,general robot manipulation representation learning,explicit contact-role compositionality and falsification tests
arxiv_2605_24869_v1,Lngram: N-gram Conditional Memory in Latent Space,Yunao Zheng; Guoyang Xia; Xiaojie Wang; Lei Ren,2026,arXiv,http://arxiv.org/abs/2605.24869v1,"Sequence modeling requires both compositional reasoning and local static knowledge retrieval, yet standard Transformers handle both through dense computation. Engram partially decouples retrieval from the backbone, but its token-based keys remain tied to text tokenization and hash compression. We propose Lngram, a latent-space conditional memory module that learns discrete symbols directly from hidden states and performs N-gram lookup over these symbols. This design removes the dependence on tokenizer IDs and naturally extends to non-text modalities. In our evaluated settings, Lngram outperforms Transformer and Engram baselines, consistently reduces perplexity in long-context language modeling, and effectively injects domain knowledge when added post hoc to pretrained models. Joint training with the backbone further surpasses full fine-tuning, while experiments on vision-language and vision-language-action tasks show overall gains. Analyses with LogitLens and CKA suggest that Lngram enables prediction-relevant information to emerge earlier, increasing effective depth with limited inference and memory overhead. Code is available at https://github.com/zyaaa-ux/Lngram.",foundation_robot_models,arxiv,cs.CL,6.85,1229,0,0,0,Ground broad pretrained models in embodied robot actions.,Language-model or vision-language-model decomposition into robot actions.,language decompositions preserve physical contact preconditions,camera viewpoint and perceptual segmentation quality; prompted skill API and object labels,plausible verbal plan that skips a necessary physical contact,LLM program/planner interfaces for robot manipulation,explicit contact-role compositionality and falsification tests
